Order ID,Order Date,Product Name,Category,Sub-Category,Quantity,Unit Price,Sales,Profit,Region
O-100310,2024-06-09,File Box,Office Supplies,Storage,4,24.17,95.04,13.6,East
O-100311,2024-01-29,Study Table,Furniture,Tables,1,110.28,112.53,21.18,West
O-100312,2024-01-10,A4 Paper,Office Supplies,Paper,4,33.04,124.46,9.44,Central
O-100313,2024-12-17,A4 Paper,Office Supplies,Paper,3,25.63,70.99,6.77,West
O-100314,2024-11-01,Storage Bin,Office Supplies,Storage,1,20.54,19.08,1.62,West
O-100315,2024-09-11,Photo Paper,Office Supplies,Paper,2,25.18,50.06,6.02,East
O-100316,2024-05-29,"3"" Binder",Office Supplies,Binders,4,25.76,112.13,9.24,South
O-100317,2024-03-04,Smartphone Y,Technology,Phones,4,471.89,1714.01,360.87,West
O-100318,2024-02-27,Letter Paper,Office Supplies,Paper,1,33.17,32.12,5.06,East
O-100319,2024-04-01,Metal Bookcase,Furniture,Bookcases,5,251.26,1241.19,241.28,West
O-100320,2024-07-19,Corner Bookcase,Furniture,Bookcases,3,264.74,858.64,183.35,East
O-100321,2024-09-17,Desk Organizer,Office Supplies,Storage,4,28.43,110.38,16.55,Central
O-100322,2024-08-28,Keyboard,Technology,Accessories,1,375.74,356.76,91.56,East
O-100323,2024-04-12,Storage Bin,Office Supplies,Storage,1,29.8,30.23,2.67,East
O-100324,2024-12-14,"2"" Binder",Office Supplies,Binders,3,34.17,93.9,10.72,East
O-100325,2024-09-26,Task Chair,Furniture,Chairs,3,154.36,421.51,71.56,West
O-100326,2024-07-21,Desk Organizer,Office Supplies,Storage,4,28.61,103.59,12.98,West
O-100327,2024-08-11,Smartphone Y,Technology,Phones,5,399.04,1840.99,481.89,Central
O-100328,2024-06-02,Mouse,Technology,Accessories,5,243.09,1237.14,266.51,West
O-100329,2024-03-31,Smartphone X,Technology,Phones,4,354.85,1312.46,291.18,East
O-100330,2024-05-09,Desk Organizer,Office Supplies,Storage,5,35.87,164.17,11.56,Central
O-100331,2024-10-03,Storage Bin,Office Supplies,Storage,1,17.37,17.08,1.24,West
O-100332,2024-01-06,Folding Table,Furniture,Tables,2,261.21,503.13,85.19,East
O-100333,2024-02-12,Study Table,Furniture,Tables,2,226.6,469.29,86.67,West
O-100334,2024-01-17,Printer,Technology,Machines,2,517.32,1105.77,223.91,Central
O-100335,2024-01-15,Smartphone X,Technology,Phones,1,501.63,492.57,131.92,East
O-100336,2024-11-08,Headphones,Technology,Accessories,4,536.96,2290.72,573.63,South
O-100337,2024-09-13,Folding Table,Furniture,Tables,2,130.09,268.1,47.18,Central
O-100338,2024-06-22,"3"" Binder",Office Supplies,Binders,4,24.21,89.73,7.71,South
O-100339,2024-02-05,Smartphone X,Technology,Phones,1,530.33,499.39,102.65,Central
O-100340,2024-06-28,Desk Organizer,Office Supplies,Storage,5,38.98,181.7,21.29,Central
O-100341,2024-06-21,Ring Binder,Office Supplies,Binders,3,41.15,119.87,17.74,Central
O-100342,2024-03-04,Ergo Chair,Furniture,Chairs,5,148.03,742.1,106.16,West
O-100343,2024-06-07,"2"" Binder",Office Supplies,Binders,4,27.76,113.25,13.75,West
O-100344,2024-05-25,Folding Table,Furniture,Tables,1,187.41,180.61,25.37,East
O-100345,2024-08-12,Photo Paper,Office Supplies,Paper,2,28.81,60.09,6.38,East
O-100346,2024-08-19,Ergo Chair,Furniture,Chairs,5,157.76,802.7,129.72,Central
O-100347,2024-01-17,Smartphone Y,Technology,Phones,3,398.78,1137.9,230.7,East
O-100348,2024-05-16,Metal Bookcase,Furniture,Bookcases,2,280.47,571.0,78.08,South
O-100349,2024-08-16,Metal Bookcase,Furniture,Bookcases,2,145.23,291.51,44.13,West
O-100350,2024-07-02,Photo Paper,Office Supplies,Paper,4,38.02,161.16,26.31,East
O-100351,2024-11-08,Task Chair,Furniture,Chairs,5,247.3,1252.47,245.86,Central
O-100352,2024-08-28,Mouse,Technology,Accessories,2,368.2,756.8,152.85,East
O-100353,2024-02-29,Corner Bookcase,Furniture,Bookcases,5,187.37,869.05,187.64,West
O-100354,2024-01-26,"2"" Binder",Office Supplies,Binders,4,42.07,182.81,24.14,South
O-100355,2024-08-22,Executive Chair,Furniture,Chairs,2,205.45,434.07,89.67,Central
O-100356,2024-01-10,Printer,Technology,Machines,5,495.58,2515.1,479.58,West
O-100357,2024-08-01,Ring Binder,Office Supplies,Binders,4,35.37,148.42,13.84,West
O-100358,2024-12-09,Metal Bookcase,Furniture,Bookcases,1,253.66,273.8,58.76,East
O-100359,2024-07-29,Scanner,Technology,Machines,3,344.58,1093.28,284.61,East
O-100360,2024-05-21,Headphones,Technology,Accessories,2,462.41,993.5,246.89,East
O-100361,2024-08-22,Headphones,Technology,Accessories,5,406.72,1963.71,344.39,Central
O-100362,2024-06-16,Corner Bookcase,Furniture,Bookcases,2,199.43,365.7,72.51,East
O-100363,2024-07-18,Scanner,Technology,Machines,3,389.59,1239.65,333.04,Central
O-100364,2024-12-09,Folding Table,Furniture,Tables,3,143.89,462.72,104.55,East
O-100365,2024-05-20,Wood Bookcase,Furniture,Bookcases,3,240.25,769.25,142.23,East
O-100366,2024-12-16,Smartphone Z,Technology,Phones,1,502.03,535.12,128.93,East
O-100367,2024-11-26,Printer,Technology,Machines,5,387.86,1886.16,486.49,Central
O-100368,2024-03-12,Study Table,Furniture,Tables,2,242.61,462.95,71.7,South
O-100369,2024-01-26,Executive Chair,Furniture,Chairs,4,258.1,1041.54,237.03,West
O-100370,2024-02-06,A4 Paper,Office Supplies,Paper,2,29.15,52.86,4.34,West
O-100371,2024-01-07,Metal Bookcase,Furniture,Bookcases,2,149.62,273.71,53.73,Central
O-100372,2024-02-04,A4 Paper,Office Supplies,Paper,5,32.59,151.13,14.76,East
O-100373,2024-09-06,Scanner,Technology,Machines,1,470.26,516.88,110.37,South
O-100374,2024-01-26,A4 Paper,Office Supplies,Paper,1,21.55,19.4,3.13,South
O-100375,2024-04-26,Printer,Technology,Machines,3,367.31,1006.64,244.01,South
O-100376,2024-11-04,Letter Paper,Office Supplies,Paper,3,38.57,120.77,9.79,East
O-100377,2024-01-09,Headphones,Technology,Accessories,2,282.07,529.15,92.02,West
O-100378,2024-10-24,Smartphone X,Technology,Phones,5,476.86,2564.29,634.2,Central
O-100379,2024-04-12,Study Table,Furniture,Tables,4,222.75,978.11,174.42,South
O-100380,2024-02-13,Keyboard,Technology,Accessories,1,380.78,408.42,80.34,West
O-100381,2024-09-11,Scanner,Technology,Machines,3,473.28,1312.47,225.52,South
O-100382,2024-08-17,Executive Chair,Furniture,Chairs,1,204.62,191.73,33.13,East
O-100383,2024-11-16,Study Table,Furniture,Tables,5,155.34,835.09,184.16,West
O-100384,2024-09-25,"2"" Binder",Office Supplies,Binders,2,23.66,45.62,3.94,Central
O-100385,2024-10-20,Corner Bookcase,Furniture,Bookcases,1,157.66,144.12,31.84,East
O-100386,2024-04-12,Smartphone Y,Technology,Phones,5,392.61,2056.44,378.18,West
O-100387,2024-03-05,"2"" Binder",Office Supplies,Binders,4,22.26,96.78,15.57,South
O-100388,2024-09-30,Smartphone Z,Technology,Phones,4,331.82,1298.96,291.56,East
O-100389,2024-10-21,"3"" Binder",Office Supplies,Binders,5,21.22,104.98,16.06,Central
O-100390,2024-12-27,Letter Paper,Office Supplies,Paper,5,37.88,178.81,15.84,South
O-100391,2024-05-30,Corner Bookcase,Furniture,Bookcases,2,182.34,381.8,76.34,South
O-100392,2024-05-15,Ergo Chair,Furniture,Chairs,2,184.0,403.42,67.84,Central
O-100393,2024-10-10,Storage Bin,Office Supplies,Storage,5,31.62,146.91,24.06,South
O-100394,2024-05-04,Scanner,Technology,Machines,3,383.8,1108.5,258.91,West
O-100395,2024-12-05,Study Table,Furniture,Tables,4,178.87,722.91,111.46,West
O-100396,2024-11-09,Scanner,Technology,Machines,3,494.67,1542.21,318.08,South
O-100397,2024-06-05,Folding Table,Furniture,Tables,2,266.96,530.99,89.11,West
O-100398,2024-10-01,Photo Paper,Office Supplies,Paper,4,27.81,113.68,10.7,West
O-100399,2024-10-02,Meeting Table,Furniture,Tables,1,193.95,183.54,39.44,West
O-100400,2024-02-07,Ergo Chair,Furniture,Chairs,1,226.51,228.62,49.94,Central
O-100401,2024-11-25,"3"" Binder",Office Supplies,Binders,4,25.16,109.02,11.21,West
O-100402,2024-07-03,Scanner,Technology,Machines,3,449.45,1451.07,253.88,East
O-100403,2024-10-28,Photo Paper,Office Supplies,Paper,3,39.06,107.5,12.76,Central
O-100404,2024-04-26,Executive Chair,Furniture,Chairs,5,127.57,629.03,101.41,Central
O-100405,2024-11-22,Headphones,Technology,Accessories,4,438.65,1856.82,427.33,West
O-100406,2024-05-22,Letter Paper,Office Supplies,Paper,1,29.25,30.27,3.48,Central
O-100407,2024-01-04,File Box,Office Supplies,Storage,3,26.59,73.59,9.54,West
O-100408,2024-11-26,Corner Bookcase,Furniture,Bookcases,4,105.4,431.14,90.78,West
O-100409,2024-02-03,Smartphone X,Technology,Phones,2,456.92,944.31,208.78,West
O-100410,2024-04-26,Meeting Table,Furniture,Tables,5,238.41,1204.13,174.98,Central
O-100411,2024-12-12,"3"" Binder",Office Supplies,Binders,3,32.77,95.2,12.84,East
O-100412,2024-12-12,Keyboard,Technology,Accessories,4,428.94,1655.99,313.27,Central
O-100413,2024-07-28,File Box,Office Supplies,Storage,3,36.51,100.42,10.61,Central
O-100414,2024-08-18,Metal Bookcase,Furniture,Bookcases,5,212.58,1091.67,163.37,East
O-100415,2024-06-12,Ergo Chair,Furniture,Chairs,3,273.52,854.09,190.34,Central
O-100416,2024-04-17,Desk Organizer,Office Supplies,Storage,2,30.3,57.68,4.34,Central
O-100417,2024-04-29,Folding Table,Furniture,Tables,3,230.75,689.8,93.63,East
O-100418,2024-09-02,Smartphone Y,Technology,Phones,1,406.16,413.61,78.26,Central
O-100419,2024-10-01,File Box,Office Supplies,Storage,2,30.74,61.83,6.4,West
O-100420,2024-10-15,Executive Chair,Furniture,Chairs,4,246.6,1035.71,218.03,East
O-100421,2024-10-15,Corner Bookcase,Furniture,Bookcases,1,200.88,193.97,39.51,East
O-100422,2024-02-03,Ring Binder,Office Supplies,Binders,2,30.83,56.27,5.77,Central
O-100423,2024-06-29,"2"" Binder",Office Supplies,Binders,1,26.97,25.55,3.02,West
O-100424,2024-01-22,Executive Chair,Furniture,Chairs,3,228.71,669.39,152.7,West
O-100425,2024-07-19,Smartphone Y,Technology,Phones,5,357.17,1864.1,418.96,South
O-100426,2024-06-10,Wood Bookcase,Furniture,Bookcases,5,197.56,1003.13,187.68,West
O-100427,2024-11-20,Letter Paper,Office Supplies,Paper,4,26.69,101.02,11.16,South
O-100428,2024-05-08,Mouse,Technology,Accessories,5,314.86,1615.47,348.24,West
O-100429,2024-02-12,Mouse,Technology,Accessories,4,479.62,2081.41,365.54,West
O-100430,2024-02-22,Smartphone Y,Technology,Phones,5,314.91,1579.37,284.66,Central
O-100431,2024-10-04,Mouse,Technology,Accessories,5,344.44,1757.75,312.83,Central
O-100432,2024-08-13,Scanner,Technology,Machines,4,363.01,1462.88,276.77,Central
O-100433,2024-02-06,Study Table,Furniture,Tables,2,216.46,430.87,84.87,West
O-100434,2024-01-31,Wood Bookcase,Furniture,Bookcases,1,226.6,246.73,56.64,West
O-100435,2024-09-12,Task Chair,Furniture,Chairs,5,160.47,743.03,111.72,Central
O-100436,2024-01-27,File Box,Office Supplies,Storage,2,29.65,63.06,10.0,East
O-100437,2024-10-26,"3"" Binder",Office Supplies,Binders,4,26.97,114.99,9.59,South
O-100438,2024-09-14,Mouse,Technology,Accessories,2,444.69,849.46,172.62,Central
O-100439,2024-01-30,Scanner,Technology,Machines,3,386.07,1227.24,299.27,East
O-100440,2024-01-31,Desk Organizer,Office Supplies,Storage,4,29.2,114.58,10.76,Central
O-100441,2024-12-26,Letter Paper,Office Supplies,Paper,3,27.76,90.74,8.34,West
O-100442,2024-05-16,Smartphone X,Technology,Phones,5,335.4,1819.31,351.2,West
O-100443,2024-05-15,"2"" Binder",Office Supplies,Binders,3,24.01,65.65,8.42,South
O-100444,2024-10-23,Executive Chair,Furniture,Chairs,4,170.59,682.99,89.29,Central
O-100445,2024-12-11,Storage Bin,Office Supplies,Storage,3,39.94,120.17,18.71,West
O-100446,2024-12-25,Photo Paper,Office Supplies,Paper,5,29.22,145.37,15.79,South
O-100447,2024-10-01,"3"" Binder",Office Supplies,Binders,1,36.63,40.27,4.54,East
O-100448,2024-05-17,Corner Bookcase,Furniture,Bookcases,2,208.92,380.62,86.47,West
O-100449,2024-01-31,Meeting Table,Furniture,Tables,5,250.5,1290.28,247.1,East
O-100450,2024-10-10,File Box,Office Supplies,Storage,4,26.42,102.14,16.75,West
O-100451,2024-07-22,Mouse,Technology,Accessories,5,360.99,1643.4,353.37,East
O-100452,2024-06-03,File Box,Office Supplies,Storage,1,24.17,22.64,1.67,East
O-100453,2024-11-26,Smartphone Y,Technology,Phones,4,478.59,1954.9,416.07,East
O-100454,2024-02-10,Smartphone X,Technology,Phones,1,511.37,561.15,109.47,West
O-100455,2024-06-28,Scanner,Technology,Machines,3,426.1,1307.72,343.53,South
O-100456,2024-01-05,"3"" Binder",Office Supplies,Binders,1,20.12,19.23,2.12,South
O-100457,2024-06-20,Task Chair,Furniture,Chairs,1,224.18,221.83,45.03,West
O-100458,2024-01-21,Executive Chair,Furniture,Chairs,5,272.94,1335.47,208.16,West
O-100459,2024-02-13,Smartphone Y,Technology,Phones,3,380.97,1245.4,223.09,East
O-100460,2024-02-12,Smartphone X,Technology,Phones,3,372.86,1161.74,282.67,South
O-100461,2024-08-24,Corner Bookcase,Furniture,Bookcases,1,134.3,144.58,20.2,East
O-100462,2024-09-29,Meeting Table,Furniture,Tables,1,179.3,171.96,23.91,Central
O-100463,2024-07-31,Folding Table,Furniture,Tables,3,188.07,509.33,111.83,East
O-100464,2024-12-17,Task Chair,Furniture,Chairs,3,242.93,690.64,105.28,West
O-100465,2024-05-16,Metal Bookcase,Furniture,Bookcases,4,178.13,714.35,153.21,East
O-100466,2024-04-14,Copier,Technology,Machines,1,484.56,492.61,119.11,West
O-100467,2024-11-13,Folding Table,Furniture,Tables,1,207.95,223.22,34.47,South
O-100468,2024-03-22,Smartphone Y,Technology,Phones,4,470.44,1815.14,469.94,East
O-100469,2024-12-17,Corner Bookcase,Furniture,Bookcases,4,219.84,831.93,117.0,South
O-100470,2024-01-05,Wood Bookcase,Furniture,Bookcases,4,203.15,732.44,151.17,West
O-100471,2024-12-20,Scanner,Technology,Machines,4,413.39,1813.41,352.09,Central
O-100472,2024-01-16,Copier,Technology,Machines,2,411.61,862.67,164.85,South
O-100473,2024-11-21,Meeting Table,Furniture,Tables,2,173.69,334.16,74.78,Central
O-100474,2024-07-11,Ergo Chair,Furniture,Chairs,1,232.58,215.17,34.21,East
O-100475,2024-12-28,Executive Chair,Furniture,Chairs,1,287.43,271.19,45.2,West
O-100476,2024-01-27,Copier,Technology,Machines,3,254.39,796.23,163.92,East
O-100477,2024-07-21,Letter Paper,Office Supplies,Paper,5,26.91,130.77,18.14,West
O-100478,2024-12-19,Executive Chair,Furniture,Chairs,1,172.02,160.87,34.85,West
O-100479,2024-07-09,Corner Bookcase,Furniture,Bookcases,4,228.34,903.56,183.15,Central
O-100480,2024-08-17,Smartphone X,Technology,Phones,5,491.23,2435.5,510.67,West
O-100481,2024-09-10,Storage Bin,Office Supplies,Storage,5,44.99,225.77,32.11,East
O-100482,2024-06-14,Ring Binder,Office Supplies,Binders,3,19.15,62.39,5.14,Central
O-100483,2024-08-17,Task Chair,Furniture,Chairs,1,181.97,180.34,26.39,West
O-100484,2024-08-01,"3"" Binder",Office Supplies,Binders,4,31.84,135.88,17.36,Central
O-100485,2024-11-24,File Box,Office Supplies,Storage,2,25.05,51.49,4.02,West
O-100486,2024-01-17,Folding Table,Furniture,Tables,2,188.76,383.94,68.67,West
O-100487,2024-04-12,File Box,Office Supplies,Storage,4,28.81,123.72,18.91,Central
O-100488,2024-12-12,Meeting Table,Furniture,Tables,3,188.43,610.45,87.51,West
O-100489,2024-11-20,Smartphone Z,Technology,Phones,2,282.49,565.77,128.55,South
O-100490,2024-06-15,Headphones,Technology,Accessories,4,516.69,2109.29,496.57,South
O-100491,2024-08-14,Ergo Chair,Furniture,Chairs,2,192.73,351.95,74.68,Central
O-100492,2024-04-11,Storage Bin,Office Supplies,Storage,4,26.75,104.05,15.88,Central
O-100493,2024-03-09,A4 Paper,Office Supplies,Paper,2,29.57,58.71,8.71,South
O-100494,2024-06-18,Meeting Table,Furniture,Tables,1,225.59,247.29,48.51,South
O-100495,2024-05-08,Keyboard,Technology,Accessories,4,380.0,1385.36,283.04,Central
O-100496,2024-08-01,Task Chair,Furniture,Chairs,4,199.82,858.32,174.82,West
O-100497,2024-01-29,"3"" Binder",Office Supplies,Binders,1,32.22,34.65,3.27,Central
O-100498,2024-12-21,Task Chair,Furniture,Chairs,5,191.5,927.32,171.23,East
O-100499,2024-12-25,Smartphone Y,Technology,Phones,4,494.32,1853.99,349.34,East
O-100500,2024-09-11,Letter Paper,Office Supplies,Paper,4,29.0,127.56,15.83,West
O-100501,2024-07-14,Smartphone Y,Technology,Phones,5,382.56,2002.79,465.78,Central
O-100502,2024-04-22,Smartphone Y,Technology,Phones,2,330.46,611.99,145.42,South
O-100503,2024-10-24,Keyboard,Technology,Accessories,4,372.56,1443.54,292.83,Central
O-100504,2024-09-06,Letter Paper,Office Supplies,Paper,2,35.07,63.91,9.25,South
O-100505,2024-02-29,Ergo Chair,Furniture,Chairs,1,220.56,217.56,29.0,South
O-100506,2024-11-28,Metal Bookcase,Furniture,Bookcases,3,222.03,605.89,108.07,East
O-100507,2024-10-27,Printer,Technology,Machines,3,297.39,844.51,156.81,Central
O-100508,2024-12-12,Desk Organizer,Office Supplies,Storage,3,20.01,64.58,5.79,South
O-100509,2024-09-21,Corner Bookcase,Furniture,Bookcases,4,188.34,760.24,150.83,East
O-100510,2024-08-11,Desk Organizer,Office Supplies,Storage,4,38.15,141.66,11.76,Central
O-100511,2024-06-01,Ergo Chair,Furniture,Chairs,2,185.83,360.81,70.57,West
O-100512,2024-12-06,Storage Bin,Office Supplies,Storage,5,29.68,160.0,20.31,South
O-100513,2024-11-12,Smartphone Y,Technology,Phones,4,355.92,1283.26,278.08,Central
O-100514,2024-01-17,Folding Table,Furniture,Tables,3,192.72,610.62,134.96,West
O-100515,2024-01-10,Desk Organizer,Office Supplies,Storage,4,30.83,118.64,17.35,South
O-100516,2024-05-17,Smartphone X,Technology,Phones,5,450.97,2243.16,577.77,East
O-100517,2024-10-22,Study Table,Furniture,Tables,1,146.47,139.36,28.14,East
O-100518,2024-12-26,"3"" Binder",Office Supplies,Binders,1,28.99,26.36,3.37,South
O-100519,2024-02-24,Ergo Chair,Furniture,Chairs,5,207.58,989.15,194.16,South
O-100520,2024-08-04,Mouse,Technology,Accessories,5,359.47,1653.62,326.05,South
O-100521,2024-05-19,"2"" Binder",Office Supplies,Binders,2,24.9,48.8,5.46,West
O-100522,2024-12-20,Copier,Technology,Machines,1,501.02,529.73,102.96,West
O-100523,2024-11-03,"3"" Binder",Office Supplies,Binders,3,35.26,102.84,14.94,West
O-100524,2024-11-01,Folding Table,Furniture,Tables,3,199.68,636.91,110.32,Central
O-100525,2024-06-20,"2"" Binder",Office Supplies,Binders,4,30.95,126.38,16.81,West
O-100526,2024-05-31,Study Table,Furniture,Tables,5,170.67,893.63,144.77,West
O-100527,2024-04-09,Task Chair,Furniture,Chairs,4,173.21,722.96,142.01,West
O-100528,2024-01-21,Corner Bookcase,Furniture,Bookcases,3,202.23,601.28,109.31,East
O-100529,2024-11-11,A4 Paper,Office Supplies,Paper,3,28.14,90.8,8.8,South
O-100530,2024-10-23,Letter Paper,Office Supplies,Paper,4,30.78,125.52,18.06,East
O-100531,2024-12-30,Photo Paper,Office Supplies,Paper,2,25.69,48.34,6.41,West
O-100532,2024-12-29,Mouse,Technology,Accessories,1,465.12,493.1,106.07,Central
O-100533,2024-07-21,"2"" Binder",Office Supplies,Binders,5,30.77,146.17,22.39,West
O-100534,2024-10-07,Desk Organizer,Office Supplies,Storage,3,28.11,77.57,10.26,West
O-100535,2024-12-10,Printer,Technology,Machines,4,324.72,1274.55,334.77,Central
O-100536,2024-11-06,Ring Binder,Office Supplies,Binders,2,33.91,62.52,10.41,East
O-100537,2024-03-31,File Box,Office Supplies,Storage,4,20.21,85.32,11.72,Central
O-100538,2024-06-13,Smartphone X,Technology,Phones,2,394.52,744.96,166.37,South
O-100539,2024-02-17,Smartphone Z,Technology,Phones,4,372.01,1400.78,367.71,West
O-100540,2024-12-14,Metal Bookcase,Furniture,Bookcases,2,238.05,442.45,64.58,Central
O-100541,2024-08-09,A4 Paper,Office Supplies,Paper,3,33.16,102.13,16.33,Central
O-100542,2024-03-24,Ergo Chair,Furniture,Chairs,3,195.08,617.06,110.08,South
O-100543,2024-09-02,Headphones,Technology,Accessories,4,447.06,1900.44,364.33,West
O-100544,2024-08-13,Smartphone X,Technology,Phones,5,410.11,2081.63,488.17,East
O-100545,2024-05-10,Copier,Technology,Machines,1,305.79,276.07,62.58,South
O-100546,2024-02-11,Letter Paper,Office Supplies,Paper,5,35.14,181.58,14.99,Central
O-100547,2024-09-02,Ergo Chair,Furniture,Chairs,3,223.0,688.84,101.42,South
O-100548,2024-07-08,A4 Paper,Office Supplies,Paper,3,37.56,114.59,11.07,East
O-100549,2024-10-08,Task Chair,Furniture,Chairs,5,227.45,1127.0,231.43,East
O-100550,2024-07-08,"2"" Binder",Office Supplies,Binders,5,30.69,140.53,16.13,East
O-100551,2024-11-07,Meeting Table,Furniture,Tables,4,207.23,805.06,168.17,East
O-100552,2024-07-20,"2"" Binder",Office Supplies,Binders,2,31.57,58.43,6.59,East
O-100553,2024-07-23,Printer,Technology,Machines,1,481.86,441.28,83.48,West
O-100554,2024-11-15,"3"" Binder",Office Supplies,Binders,5,36.47,182.09,21.34,West
O-100555,2024-05-27,Scanner,Technology,Machines,1,373.78,361.32,79.2,Central
O-100556,2024-02-18,Wood Bookcase,Furniture,Bookcases,2,170.67,323.51,72.77,West
O-100557,2024-01-11,Executive Chair,Furniture,Chairs,1,187.62,170.18,27.62,West
O-100558,2024-10-02,File Box,Office Supplies,Storage,5,29.4,139.89,13.2,West
O-100559,2024-08-14,Mouse,Technology,Accessories,4,430.12,1776.92,344.29,West
O-100560,2024-09-13,Wood Bookcase,Furniture,Bookcases,5,226.38,1030.54,221.83,East
O-100561,2024-03-18,Headphones,Technology,Accessories,2,335.68,661.81,125.01,West
O-100562,2024-02-19,Study Table,Furniture,Tables,5,262.94,1267.77,169.2,East
O-100563,2024-01-06,Smartphone Z,Technology,Phones,4,444.65,1859.93,414.41,East
O-100564,2024-05-07,Corner Bookcase,Furniture,Bookcases,3,223.51,671.83,107.5,East
O-100565,2024-08-03,Ergo Chair,Furniture,Chairs,5,224.79,1132.87,156.05,East
O-100566,2024-05-23,Study Table,Furniture,Tables,3,193.75,565.17,79.6,South
O-100567,2024-06-08,Scanner,Technology,Machines,2,512.28,927.73,195.16,South
O-100568,2024-11-26,Wood Bookcase,Furniture,Bookcases,4,158.71,666.03,152.9,Central
O-100569,2024-05-07,Ring Binder,Office Supplies,Binders,5,33.75,181.87,13.85,West
O-100570,2024-07-06,Wood Bookcase,Furniture,Bookcases,5,178.63,953.25,172.72,West
O-100571,2024-10-13,Letter Paper,Office Supplies,Paper,2,30.91,64.58,7.8,West
O-100572,2024-05-24,Study Table,Furniture,Tables,1,191.12,175.54,24.59,East
O-100573,2024-08-15,Copier,Technology,Machines,1,370.03,401.16,71.95,South
O-100574,2024-11-10,Storage Bin,Office Supplies,Storage,5,31.36,143.96,23.72,East
O-100575,2024-12-12,"3"" Binder",Office Supplies,Binders,5,33.82,175.61,16.57,South
O-100576,2024-02-23,Study Table,Furniture,Tables,2,215.24,448.32,66.82,West
O-100577,2024-12-04,Meeting Table,Furniture,Tables,2,182.2,397.63,54.49,West
O-100578,2024-06-28,"2"" Binder",Office Supplies,Binders,3,15.51,50.92,4.37,West
O-100579,2024-04-04,Storage Bin,Office Supplies,Storage,5,30.14,142.13,13.09,Central
O-100580,2024-06-16,Desk Organizer,Office Supplies,Storage,1,32.68,34.12,2.68,West
O-100581,2024-12-23,Metal Bookcase,Furniture,Bookcases,4,179.95,726.98,139.55,Central
O-100582,2024-06-28,Smartphone Y,Technology,Phones,3,385.29,1265.62,321.79,West
O-100583,2024-04-29,Copier,Technology,Machines,4,415.06,1706.14,349.76,South
O-100584,2024-08-19,Executive Chair,Furniture,Chairs,2,255.94,547.66,100.84,South
O-100585,2024-03-28,Photo Paper,Office Supplies,Paper,4,39.58,149.06,18.91,South
O-100586,2024-01-28,Letter Paper,Office Supplies,Paper,2,36.37,79.5,11.27,South
O-100587,2024-02-17,Desk Organizer,Office Supplies,Storage,2,24.87,47.86,7.1,West
O-100588,2024-02-16,Letter Paper,Office Supplies,Paper,5,21.17,106.4,16.05,West
O-100589,2024-02-25,"2"" Binder",Office Supplies,Binders,1,21.76,21.07,1.88,Central
O-100590,2024-02-20,Letter Paper,Office Supplies,Paper,3,48.09,140.21,10.96,East
O-100591,2024-08-21,Copier,Technology,Machines,4,450.13,1934.29,374.77,South
O-100592,2024-03-07,File Box,Office Supplies,Storage,2,38.79,83.79,11.44,East
O-100593,2024-05-06,Ring Binder,Office Supplies,Binders,4,27.13,115.58,18.13,West
O-100594,2024-11-23,"2"" Binder",Office Supplies,Binders,3,32.49,96.43,11.07,South
O-100595,2024-06-21,Smartphone Z,Technology,Phones,4,357.71,1530.56,398.87,West
O-100596,2024-08-31,Ring Binder,Office Supplies,Binders,1,32.95,31.88,5.21,South
O-100597,2024-03-03,Task Chair,Furniture,Chairs,5,239.55,1217.26,273.61,East
O-100598,2024-03-11,Task Chair,Furniture,Chairs,1,231.69,242.48,43.85,South
O-100599,2024-01-15,Metal Bookcase,Furniture,Bookcases,1,211.77,221.4,42.81,East
O-100600,2024-03-02,"3"" Binder",Office Supplies,Binders,3,26.01,83.6,11.57,South
O-100601,2024-04-11,Task Chair,Furniture,Chairs,5,123.75,593.91,121.64,East
O-100602,2024-03-05,Wood Bookcase,Furniture,Bookcases,1,227.96,240.49,48.95,Central
O-100603,2024-02-02,Corner Bookcase,Furniture,Bookcases,2,186.31,354.9,61.61,East
O-100604,2024-02-14,Smartphone Y,Technology,Phones,2,445.74,847.29,185.63,East
O-100605,2024-06-17,Photo Paper,Office Supplies,Paper,1,25.34,27.64,4.35,Central
O-100606,2024-03-16,Copier,Technology,Machines,5,439.35,2189.81,386.2,Central
O-100607,2024-05-12,Scanner,Technology,Machines,1,403.29,365.61,80.4,Central
O-100608,2024-07-02,Task Chair,Furniture,Chairs,3,195.4,558.68,110.96,South
O-100609,2024-09-08,Meeting Table,Furniture,Tables,4,186.16,723.29,112.93,South
O-100610,2024-01-15,Headphones,Technology,Accessories,3,564.23,1778.6,412.99,West
O-100611,2024-10-18,Copier,Technology,Machines,2,451.54,877.76,184.84,South
O-100612,2024-08-17,Folding Table,Furniture,Tables,1,188.97,196.76,30.27,West
O-100613,2024-01-30,File Box,Office Supplies,Storage,2,29.15,61.57,5.55,East
O-100614,2024-11-14,File Box,Office Supplies,Storage,4,22.34,90.43,8.86,West
O-100615,2024-12-02,Smartphone Y,Technology,Phones,3,475.88,1430.06,276.42,South
O-100616,2024-01-23,Printer,Technology,Machines,3,459.53,1370.79,364.6,Central
O-100617,2024-04-11,Smartphone Z,Technology,Phones,5,510.92,2737.7,529.09,East
O-100618,2024-10-21,Ring Binder,Office Supplies,Binders,1,34.79,37.49,4.35,Central
